2021-08-16,214245
2021-08-17,214245
2021-08-18,214245
2021-08-19,214245
2021-08-20,214245
2021-08-21,214245
2021-08-22,214245
2021-08-23,214521
2021-08-24,214521
2021-08-25,214521
2021-08-26,214521
2021-08-27,214521
2021-08-28,214521
2021-08-29,214521
2021-08-30,200914
2021-08-31,200914
2021-09-01,200914
2021-09-02,200914
2021-09-03,200914
2021-09-04,200914
2021-09-05,200914
2021-09-06,201714
2021-09-07,201714
2021-09-08,201714
2021-09-09,201714
2021-09-10,201714
2021-09-11,201714
2021-09-12,201714
2021-09-13,186783
2021-09-14,186783
2021-09-15,186783
2021-09-16,186783
2021-09-17,186783
2021-09-18,186783
2021-09-19,186783
2021-09-20,178721
2021-09-21,178721
2021-09-22,178721
2021-09-23,178721
2021-09-24,178721
2021-09-25,178721
2021-09-26,178721
2021-09-27,174013
2021-09-28,174013
2021-09-29,174013
2021-09-30,174013
2021-10-01,174013
2021-10-02,174013
2021-10-03,174013
2021-10-04,170156
2021-10-05,170156
2021-10-06,170156
2021-10-07,170156
2021-10-08,170156
2021-10-09,170156
2021-10-10,170156
2021-10-11,165001
2021-10-12,165001
2021-10-13,165001
2021-10-14,165001
2021-10-15,165001
2021-10-16,165001
2021-10-17,165001
2021-10-18,219375
2021-10-19,219375
2021-10-20,219375
2021-10-21,219375
2021-10-22,219375
2021-10-23,219375
2021-10-24,219375
2021-10-25,399081
2021-10-26,399081
2021-10-27,399081
2021-10-28,399081
2021-10-29,399081
2021-10-30,399081
2021-10-31,399081
2021-11-01,460470
2021-11-02,460470
2021-11-03,460470
2021-11-04,460470
2021-11-05,460470
2021-11-06,460470
2021-11-07,460470
2021-11-08,446062
2021-11-09,446062
2021-11-10,446062
2021-11-11,446062
2021-11-12,446062
2021-11-13,446062
2021-11-14,446062
2021-11-15,443719
2021-11-16,443719
2021-11-17,443719
2021-11-18,443719
2021-11-19,443719
2021-11-20,443719
2021-11-21,443719
2021-11-22,443413
2021-11-23,443413
2021-11-24,443413
2021-11-25,443413
2021-11-26,443413
2021-11-27,443413
2021-11-28,443413
2021-11-29,470201
2021-11-30,470201
2021-12-01,470201
2021-12-02,470201
2021-12-03,470201
2021-12-04,470201
2021-12-05,470201
2021-12-06,497862
2021-12-07,497862
2021-12-08,497862
2021-12-09,497862
2021-12-10,497862
2021-12-11,497862
2021-12-12,497862
2021-12-13,698468
2021-12-14,698468
2021-12-15,698468
2021-12-16,698468
2021-12-17,698468
2021-12-18,698468
2021-12-19,698468
2021-12-20,666585
2021-12-21,666585
2021-12-22,666585
2021-12-23,666585
2021-12-24,666585
2021-12-25,666585
2021-12-26,666585
2021-12-27,758117
2021-12-28,758117
2021-12-29,758117
2021-12-30,758117
2021-12-31,758117
2022-01-01,758117
2022-01-02,758117
2022-01-03,638874
2022-01-04,638874
2022-01-05,638874
2022-01-06,638874
2022-01-07,638874
2022-01-08,638874
2022-01-09,638874
2022-01-10,555040
2022-01-11,555040
2022-01-12,555040
2022-01-13,555040
2022-01-14,555040
2022-01-15,555040
2022-01-16,555040
2022-01-17,505927
2022-01-18,505927
2022-01-19,505927
2022-01-20,505927
2022-01-21,505927
2022-01-22,505927
2022-01-23,505927
2022-01-24,449582
2022-01-25,449582
2022-01-26,449582
2022-01-27,449582
2022-01-28,449582
2022-01-29,449582
2022-01-30,449582
2022-01-31,441920
2022-02-01,441920
2022-02-02,441920
2022-02-03,441920
2022-02-04,441920
2022-02-05,441920
2022-02-06,441920
2022-02-07,401259
2022-02-08,401259
2022-02-09,401259
2022-02-10,401259
2022-02-11,401259
2022-02-12,401259
2022-02-13,401259
2022-02-14,378348
2022-02-15,378348
2022-02-16,378348
2022-02-17,378348
2022-02-18,378348
2022-02-19,378348
2022-02-20,378348
2022-02-21,318806
2022-02-22,318806
2022-02-23,318806
2022-02-24,318806
2022-02-25,318806
2022-02-26,318806
2022-02-27,318806
2022-02-28,296029
2022-03-01,296029
2022-03-02,296029
2022-03-03,296029
2022-03-04,296029
2022-03-05,296029
2022-03-06,296029
2022-03-07,283046
2022-03-08,283046
2022-03-09,283046
2022-03-10,283046
2022-03-11,283046
2022-03-12,283046
2022-03-13,283046
2022-03-14,270853
2022-03-15,270853
2022-03-16,270853
2022-03-17,270853
2022-03-18,270853
2022-03-19,270853
2022-03-20,270853
2022-03-21,242848
2022-03-22,242848
2022-03-23,242848
2022-03-24,242848
2022-03-25,242848
2022-03-26,242848
2022-03-27,242848
2022-03-28,224882
2022-03-29,224882
2022-03-30,224882
2022-03-31,224882
2022-04-01,224882
2022-04-02,224882
2022-04-03,224882
2022-04-04,199926
2022-04-05,199926
2022-04-06,199926
2022-04-07,199926
2022-04-08,199926
2022-04-09,199926
2022-04-10,199926
2022-04-11,167804
2022-04-12,167804
2022-04-13,167804
2022-04-14,167804
2022-04-15,167804
2022-04-16,167804
2022-04-17,167804
2022-04-18,152016
2022-04-19,152016
2022-04-20,152016
2022-04-21,152016
2022-04-22,152016
2022-04-23,152016
2022-04-24,152016
2022-04-25,155484
2022-04-26,155484
2022-04-27,155484
2022-04-28,155484
2022-04-29,155484
2022-04-30,155484
2022-05-01,155484
2022-05-02,135495
2022-05-03,135495
2022-05-04,135495
2022-05-05,135495
2022-05-06,135495
2022-05-07,135495
2022-05-08,135495
2022-05-09,136268
2022-05-10,136268
2022-05-11,136268
2022-05-12,136268
2022-05-13,136268
2022-05-14,136268
2022-05-15,136268
2022-05-16,123736
2022-05-17,123736
2022-05-18,123736
2022-05-19,123736
2022-05-20,123736
2022-05-21,123736
2022-05-22,123736
2022-05-23,114595
2022-05-24,114595
2022-05-25,114595
2022-05-26,114595
2022-05-27,114595
2022-05-28,114595
2022-05-29,114595
2022-05-30,92219
